Bead,Sample,Voltage,NoiseInt,SDNR_Mean,CNR_Mean,BeadInt_Mean,RingInt_Mean,BeadCount
8,Sample 1,4_5,22.30652276600315,8.464905822063752,0.14337297290930456,250.79624856668272,61.97363413474495,9
